 iter          CT    h
608  0.1932194E-03  6.030651364763073286e-01
609  0.1769233E-03  6.084398686681488089e-01
610  0.1733638E-03  6.139342248439877414e-01
611  0.1469217E-03  6.195465264448437592e-01
612  0.1247133E-03  6.252750588786948338e-01
613  0.1097035E-03  6.311180720442990388e-01
614  0.8925435E-04  6.370737808658599732e-01
615  0.6714316E-04  6.431403658383774147e-01
616  0.5398786E-04  6.493159735835178914e-01
617  0.5982242E-04  6.555987174158325326e-01
618  0.4529332E-04  6.619866779191517780e-01
619  0.3775171E-04  6.684779035329765362e-01
620  0.3172223E-04  6.750704111486937053e-01
621  0.3244347E-04  6.817621867154283199e-01
622  0.2982600E-04  6.885511858553451381e-01
623  0.2814641E-04  6.954353344882214794e-01
624  0.2701384E-04  7.024125294650898077e-01
625  0.2330755E-04  7.094806392107630977e-01
626  0.1152298E-04  7.166375043750431439e-01
627  0.6851104E-05  7.238809384924160817e-01
628  0.1238608E-04  7.312087286500298378e-01
629  0.2754564E-04  7.386186361637524511e-01
630  0.4111665E-04  7.461083972621044280e-01
631  0.4974293E-04  7.536757237778549667e-01
632  0.5222574E-04  7.613183038470677788e-01
633  0.5123459E-04  7.690338026153936690e-01
634  0.4531370E-04  7.768198629513795028e-01
635  0.4205753E-04  7.846741061665878370e-01
636  0.4176178E-04  7.925941327422999505e-01
637  0.4189400E-04  8.005775230625831185e-01
638  0.4084545E-04  8.086218381534981958e-01
639  0.4248405E-04  8.167246204282206934e-01
640  0.5059646E-04  8.248833944378481942e-01
641  0.6007846E-04  8.330956676276669581e-01
642  0.6987135E-04  8.413589310986381298e-01
643  0.7752727E-04  8.496706603738860553e-01
644  0.8398144E-04  8.580283161699389094e-01
645  0.8647608E-04  8.664293451724939255e-01
646  0.8804741E-04  8.748711808164746362e-01
647  0.9150670E-04  8.833512440701278834e-01
648  0.9721957E-04  8.918669442229339994e-01
649  0.1034456E-03  9.004156796770867999e-01
650  0.1112120E-03  9.089948387422956966e-01
651  0.1190186E-03  9.176018004336735645e-01
652  0.1256100E-03  9.262339352724624497e-01
653  0.1321227E-03  9.348886060893566441e-01
654  0.1374329E-03  9.435631688301728826e-01
655  0.1432492E-03  9.522549733636238578e-01
656  0.1482634E-03  9.609613642909528020e-01
657  0.1525113E-03  9.696796817571701199e-01
658  0.1577102E-03  9.784072622636561523e-01
659  0.1637949E-03  9.871414394818776028e-01
660  0.1713479E-03  9.958795450679652772e-01
661  0.1787895E-03  1.004618909477910105e+00
662  0.1872770E-03  1.013356862783125312e+00
663  0.1968575E-03  1.022090735486123059e+00
664  0.2069648E-03  1.030817859336066622e+00
665  0.2157417E-03  1.039535568143934441e+00
666  0.2248799E-03  1.048241198597053891e+00
667  0.2341757E-03  1.056932091072767532e+00
668  0.2429724E-03  1.065605590450955154e+00
669  0.2523548E-03  1.074259046925193584e+00
670  0.2617794E-03  1.082889816812290462e+00
671  0.2720801E-03  1.091495263359939294e+00
672  0.2832412E-03  1.100072757552268410e+00
673  0.2957245E-03  1.108619678913018269e+00
674  0.3083135E-03  1.117133416306116178e+00
675  0.3209665E-03  1.125611368733390183e+00
676  0.3334791E-03  1.134050946129190773e+00
677  0.3458051E-03  1.142449570151674587e+00
678  0.3580088E-03  1.150804674970498764e+00
679  0.3705052E-03  1.159113708050700575e+00
680  0.3826914E-03  1.167374130932513188e+00
681  0.3936652E-03  1.175583420006875990e+00
682  0.4043136E-03  1.183739067286417868e+00
683  0.4153631E-03  1.191838581171657196e+00
684  0.4275263E-03  1.199879487212206053e+00
685  0.4410232E-03  1.207859328862725512e+00
686  0.4550826E-03  1.215775668233415097e+00
687  0.4696203E-03  1.223626086834807891e+00
688  0.4844643E-03  1.231408186316625075e+00
689  0.4993567E-03  1.239119589200494920e+00
690  0.5143581E-03  1.246757939606283561e+00
691  0.5294722E-03  1.254320903971826384e+00
692  0.5442195E-03  1.261806171765853302e+00
693  0.5588979E-03  1.269211456193863219e+00
694  0.5740877E-03  1.276534494896757410e+00
695  0.5899338E-03  1.283773050642002866e+00
696  0.6067730E-03  1.290924912007119119e+00
697  0.6240900E-03  1.297987894055283364e+00
698  0.6417397E-03  1.304959839002839406e+00
699  0.6594505E-03  1.311838616878516106e+00
700  0.6772513E-03  1.318622126174145537e+00
701  0.6946739E-03  1.325308294486683858e+00
702  0.7117914E-03  1.331895079151348193e+00
703  0.7286337E-03  1.338380467865657231e+00
704  0.7454256E-03  1.344762479304207003e+00
705  0.7626188E-03  1.351039163723974257e+00
706  0.7807445E-03  1.357208603559975524e+00
707  0.7998979E-03  1.363268914011096511e+00
708  0.8199892E-03  1.369218243615906161e+00
709  0.8408437E-03  1.375054774818295078e+00
710  0.8618216E-03  1.380776724522745580e+00
711  0.8826944E-03  1.386382344639077724e+00
712  0.9034488E-03  1.391869922616506106e+00
713  0.9237679E-03  1.397237781966828463e+00
714  0.9436595E-03  1.402484282776607305e+00
715  0.9633994E-03  1.407607822208172710e+00
716  0.9831266E-03  1.412606834989296178e+00
717  0.1003148E-02  1.417479793891394335e+00
718  0.1023503E-02  1.422225210196103484e+00
719  0.1044324E-02  1.426841634150094462e+00
720  0.1065714E-02  1.431327655407979904e+00
721  0.1087082E-02  1.435681903463182696e+00
722  0.1108009E-02  1.439903048066635716e+00
723  0.1128206E-02  1.443989799633178306e+00
724  0.1147884E-02  1.447940909635535789e+00
725  0.1167050E-02  1.451755170985748800e+00
726  0.1186354E-02  1.455431418403948074e+00
727  0.1205682E-02  1.458968528774353457e+00
728  0.1224971E-02  1.462365421488392991e+00
729  0.1244035E-02  1.465621058774835506e+00
730  0.1263098E-02  1.468734446016835227e+00
731  0.1282238E-02  1.471704632055794049e+00
732  0.1301649E-02  1.474530709481945978e+00
733  0.1320831E-02  1.477211814911575827e+00
734  0.1339798E-02  1.479747129250789106e+00
735  0.1358414E-02  1.482135877945749192e+00
736  0.1376676E-02  1.484377331219308926e+00
737  0.1395497E-02  1.486470804293960946e+00
738  0.1414239E-02  1.488415657601042774e+00
739  0.1432927E-02  1.490211296976127864e+00
740  0.1451303E-02  1.491857173840547279e+00
741  0.1469707E-02  1.493352785368981639e+00
742  0.1487940E-02  1.494697674643080676e+00
743  0.1505841E-02  1.495891430791051580e+00
744  0.1523635E-02  1.496933689113184363e+00
745  0.1540858E-02  1.497824131193269626e+00
746  0.1557491E-02  1.498562484995876076e+00
747  0.1573726E-02  1.499148524949459826e+00
748  0.1590012E-02  1.499582072015276601e+00
749  0.1606442E-02  1.499862993742080874e+00
750  0.1622537E-02  1.499991204306589054e+00
751  0.1637979E-02  1.499966664539699179e+00
752  0.1653477E-02  1.499789381938458899e+00
753  0.1668366E-02  1.499459410663772863e+00
754  0.1682408E-02  1.498976851523857734e+00
755  0.1696623E-02  1.498341851943443492e+00
756  0.1710769E-02  1.497554605918735904e+00
757  0.1724966E-02  1.496615353958148154e+00
758  0.1739185E-02  1.495524383008824509e+00
759  0.1752539E-02  1.494282026368976224e+00
760  0.1765368E-02  1.492888663586056763e+00
761  0.1778621E-02  1.491344720340808339e+00
762  0.1790667E-02  1.489650668317213489e+00
763  0.1802396E-02  1.487807025058392130e+00
764  0.1813738E-02  1.485814353808490473e+00
765  0.1824510E-02  1.483673263340604676e+00
766  0.1835826E-02  1.481384407770799161e+00
767  0.1846537E-02  1.478948486358268033e+00
768  0.1858429E-02  1.476366243291708846e+00
769  0.1870035E-02  1.473638467461967805e+00
770  0.1881260E-02  1.470765992221027885e+00
771  0.1891995E-02  1.467749695127417597e+00
772  0.1903078E-02  1.464590497678108116e+00
773  0.1914767E-02  1.461289365026992915e+00
774  0.1925887E-02  1.457847305690025408e+00
775  0.1936851E-02  1.454265371237113191e+00
776  0.1944987E-02  1.450544655970856356e+00
777  0.1953700E-02  1.446686296592230025e+00
778  0.1962224E-02  1.442691471853319474e+00
779  0.1971158E-02  1.438561402197197525e+00
780  0.1981497E-02  1.434297349385078357e+00
781  0.1990928E-02  1.429900616110838962e+00
782  0.1999905E-02  1.425372545603036611e+00
783  0.2007736E-02  1.420714521214549331e+00
784  0.2016711E-02  1.415927965999948412e+00
785  0.2026931E-02  1.411014342280746847e+00
786  0.2032097E-02  1.405975151198657125e+00
787  0.2036180E-02  1.400811932256975423e+00
788  0.2040320E-02  1.395526262850259824e+00
789  0.2043168E-02  1.390119757782423138e+00
790  0.2044971E-02  1.384594068773403741e+00
791  0.2046517E-02  1.378950883954553008e+00
792  0.2050473E-02  1.373191927352900965e+00
793  0.2052641E-02  1.367318958364456716e+00
794  0.2055251E-02  1.361333771216701516e+00
795  0.2057760E-02  1.355238194420443021e+00
796  0.2057264E-02  1.349034090211190584e+00
797  0.2059263E-02  1.342723353980234791e+00
798  0.2062448E-02  1.336307913695594429e+00
799  0.2064040E-02  1.329789729313005209e+00
800  0.2059368E-02  1.323170792177146282e+00
801  0.2052726E-02  1.316453124413273779e+00
802  0.2046867E-02  1.309638778309441864e+00
803  0.2037056E-02  1.302729835689526272e+00
804  0.2026013E-02  1.295728407277206840e+00
805  0.2017439E-02  1.288636632051129993e+00
806  0.2011719E-02  1.281456676591442134e+00
807  0.2006972E-02  1.274190734417882442e+00
808  0.1998411E-02  1.266841025319648928e+00
809  0.1996597E-02  1.259409794677242456e+00
810  0.1992885E-02  1.251899312776487028e+00
811  0.1984234E-02  1.244311874114944372e+00
812  0.1966313E-02  1.236649796700932002e+00
813  0.1951713E-02  1.228915421345355696e+00
814  0.1929191E-02  1.221111110946580203e+00
815  0.1905536E-02  1.213239249768547134e+00
816  0.1874112E-02  1.205302242712369631e+00
817  0.1868212E-02  1.197302514581618516e+00
818  0.1859809E-02  1.189242509341535303e+00
819  0.1836328E-02  1.181124689372376801e+00
820  0.1834974E-02  1.172951534717152189e+00
821  0.1815650E-02  1.164725542323952201e+00
822  0.1802297E-02  1.156449225283111337e+00
823  0.1780925E-02  1.148125112059452002e+00
824  0.1757763E-02  1.139755745719817748e+00
825  0.1740856E-02  1.131343683156149416e+00
826  0.1728481E-02  1.122891494304346427e+00
827  0.1729819E-02  1.114401761359129051e+00
828  0.1688024E-02  1.105877077985164991e+00
829  0.1698800E-02  1.097320048524689007e+00
830  0.1693721E-02  1.088733287201860911e+00
831  0.1675402E-02  1.080119417324103548e+00
832  0.1666147E-02  1.071481070480666986e+00
833  0.1640723E-02  1.062820885738662291e+00
834  0.1629155E-02  1.054141508836810681e+00
835  0.1629377E-02  1.045445591377152983e+00
836  0.1591267E-02  1.036735790014971625e+00
837  0.1594450E-02  1.028014765647163209e+00
838  0.1558168E-02  1.019285182599324102e+00
839  0.1555103E-02  1.010549707811774223e+00
840  0.1522576E-02  1.001811010024797444e+00
841  0.1526814E-02  9.930717589633266673e-01
842  0.1514815E-02  9.843346245213172585e-01
843  0.1483507E-02  9.756022759460902805e-01
844  0.1477326E-02  9.668773810228534771e-01
845  0.1446562E-02  9.581626052596761145e-01
846  0.1441809E-02  9.494606110731679260e-01
847  0.1437258E-02  9.407740569750867587e-01
848  0.1402612E-02  9.321055967601508119e-01
849  0.1399428E-02  9.234578786952880591e-01
850  0.1397731E-02  9.148335447105740981e-01
851  0.1379070E-02  9.062352295921066725e-01
852  0.1316975E-02  8.976655601770636705e-01
853  0.1326531E-02  8.891271545511865160e-01
854  0.1288833E-02  8.806226212489411953e-01
855  0.1300773E-02  8.721545584565938425e-01
856  0.1257169E-02  8.637255532184501261e-01
857  0.1254770E-02  8.553381806464954717e-01
858  0.1266766E-02  8.469950031336886953e-01
859  0.1241890E-02  8.386985695711256517e-01
860  0.1202328E-02  8.304514145693457916e-01
861  0.1207317E-02  8.222560576839933466e-01
862  0.1163610E-02  8.141150026460695077e-01
863  0.1137750E-02  8.060307365970388327e-01
864  0.1086270E-02  7.980057293289845033e-01
865  0.1038784E-02  7.900424325300722250e-01
866  0.1013458E-02  7.821432790355514753e-01
867  0.1049501E-02  7.743106820845016003e-01
868  0.1031904E-02  7.665470345825771137e-01
869  0.1051428E-02  7.588547083709596963e-01
870  0.9793592E-03  7.512360535017458263e-01
871  0.9174249E-03  7.436933975199926383e-01
872  0.8735400E-03  7.362290447526380621e-01
873  0.8890705E-03  7.288452756045152858e-01
874  0.8230619E-03  7.215443458616753736e-01
875  0.7984717E-03  7.143284860022309779e-01
876  0.7203336E-03  7.071999005149320894e-01
877  0.6983463E-03  7.001607672256797699e-01
878  0.6560900E-03  6.932132366321920314e-01
879  0.6843421E-03  6.863594312470054914e-01
880  0.6597987E-03  6.796014449490423992e-01
881  0.6528267E-03  6.729413423439173370e-01
882  0.6541877E-03  6.663811581331809952e-01
883  0.6168641E-03  6.599228964927158492e-01
884  0.6731970E-03  6.535685304604422763e-01
885  0.5699753E-03  6.473200013335427272e-01
886  0.5424124E-03  6.411792180753904669e-01
887  0.5144640E-03  6.351480567323423143e-01
888  0.5119392E-03  6.292283598605991068e-01
889  0.5443435E-03  6.234219359632930946e-01
890  0.4962160E-03  6.177305589379782358e-01
891  0.4565418E-03  6.121559675346954776e-01
892  0.3742186E-03  6.066998648247717840e-01
893  0.4298020E-03  6.013639176805257724e-01
894  0.3423103E-03  5.961497562660218463e-01
895  0.2108502E-03  5.910589735390503474e-01
896  0.3558677E-03  5.860931247644693975e-01
897  0.3048541E-03  5.812537270390566446e-01
898  0.3235814E-03  5.765422588280346705e-01
899  0.2306116E-03  5.719601595133850802e-01
900  0.1293784E-03  5.675088289541099229e-01
901  0.1228394E-03  5.631896270585693420e-01
902  0.1101605E-03  5.590038733690171346e-01
903  0.3057608E-04  5.549528466584753295e-01
904  0.5199855E-04  5.510377845400601382e-01
905  0.1095913E-03  5.472598830888844024e-01
906  0.4156623E-04  5.436202964766487788e-01
907  0.2409879E-05  5.401201366190359066e-01
908  0.6320166E-05  5.367604728360128030e-01
909  0.2099184E-04  5.335423315251478504e-01
910  0.1261654E-03  5.304666958480397376e-01
911  0.5929658E-05  5.275345054299553915e-01
912  0.1430833E-03  5.247466560727693796e-01
913  0.4058450E-04  5.221039994812913809e-01
914  0.1290555E-03  5.196073430030632156e-01
915  0.9945309E-04  5.172574493817115870e-01
916  0.2935166E-03  5.150550365239249251e-01
917  0.2401858E-03  5.130007772801266075e-01
918  0.3648214E-03  5.110952992389178329e-01
919  0.3570152E-03  5.093391845353436587e-01
920  0.4027700E-03  5.077329696730473740e-01
921  0.3732680E-03  5.062771453603668315e-01
922  0.4225642E-03  5.049721563604180341e-01
923  0.4009348E-03  5.038184013552190477e-01
924  0.3620047E-03  5.028162328238892087e-01
925  0.4471025E-03  5.019659569349647077e-01
926  0.4411573E-03  5.012678334528632984e-01
927  0.4064457E-03  5.007220756585228916e-01
928  0.4252718E-03  5.003288502842447860e-01
929  0.3716463E-03  5.000882774627546379e-01
930  0.3875646E-03  5.000004306905017071e-01
931  0.3121879E-03  5.000653368052052627e-01
932  0.3694108E-03  5.002829759776555862e-01
933  0.3679822E-03  5.006532817177712369e-01
934  0.2851756E-03  5.011761408949134688e-01
935  0.3113700E-03  5.018513937724468077e-01
936  0.2411643E-03  5.026788340565406799e-01
937  0.2971580E-03  5.036582089591933320e-01
938  0.2559632E-03  5.047892192754589447e-01
939  0.2481906E-03  5.060715194748580670e-01
940  0.3149553E-03  5.075047178069386211e-01
941  0.2737616E-03  5.090883764209577222e-01
942  0.2465924E-03  5.108220114996480099e-01
943  0.2202098E-03  5.127050934070271904e-01
944  0.1945349E-03  5.147370468502038277e-01
945  0.1633729E-03  5.169172510551343080e-01
946  0.1625249E-03  5.192450399562719143e-01
947  0.1819113E-03  5.217197024000542749e-01
948  0.1713142E-03  5.243404823621650168e-01
949  0.1833822E-03  5.271065791785040089e-01
950  0.1865301E-03  5.300171477897948069e-01
951  0.1670856E-03  5.330712989997552498e-01
952  0.1469740E-03  5.362680997467529354e-01
953  0.1384654E-03  5.396065733888593119e-01
954  0.1284026E-03  5.430857000022230041e-01
955  0.1039897E-03  5.467044166926601223e-01
956  0.1047454E-03  5.504616179203741799e-01
957  0.1168815E-03  5.543561558377091414e-01
958  0.1527621E-03  5.583868406398182493e-01
959  0.1461730E-03  5.625524409281612570e-01
960  0.1387923E-03  5.668516840867030560e-01
961  0.1325023E-03  5.712832566707027881e-01
962  0.9977808E-04  5.758458048079826419e-01
963  0.6963839E-04  5.805379346125423279e-01
964  0.5999614E-04  5.853582126103996641e-01
965  0.4997943E-04  5.903051661775260417e-01
966  0.3797920E-04  5.953772839897418789e-01
967  0.3851227E-04  6.005730164844342855e-01
968  0.3598952E-04  6.058907763339596020e-01
969  0.3339898E-04  6.113289389305799348e-01
970  0.3616412E-04  6.168858428827912466e-01
971  0.4544243E-04  6.225597905228890117e-01
972  0.4899893E-04  6.283490484256156750e-01
973  0.4418829E-04  6.342518479377299290e-01
974  0.3740172E-04  6.402663857183471530e-01
975  0.2763280E-04  6.463908242898649403e-01
976  0.1953309E-04  6.526232925993243894e-01
977  0.1567294E-04  6.589618865900337408e-01
978  0.1076149E-04  6.654046697832599611e-01
979  0.7027527E-05  6.719496738698421678e-01
980  0.1303718E-04  6.785948993115213934e-01
981  0.9818127E-05  6.853383159518056100e-01
982  0.2204486E-04  6.921778636362010406e-01
983  0.2701938E-04  6.991114528415992568e-01
984  0.2007478E-04  7.061369653146398750e-01
985  0.9199667E-05  7.132522547188485662e-01
986  0.7848944E-05  7.204551472903568676e-01
987  0.1449968E-04  7.277434425020006259e-01
988  0.2822258E-04  7.351149137355904584e-01
989  0.4014961E-04  7.425673089621647183e-01
990  0.4526299E-04  7.500983514299909283e-01
991  0.5218516E-04  7.577057403601276109e-01
992  0.5333666E-04  7.653871516493332416e-01
993  0.4808754E-04  7.731402385800832944e-01
994  0.4251397E-04  7.809626325375147449e-01
995  0.3885781E-04  7.888519437330514528e-01
996  0.3841071E-04  7.968057619344925957e-01
997  0.4050328E-04  8.048216572023606519e-01
998  0.4488936E-04  8.128971806322586868e-01
999  0.4961627E-04  8.210298651030264461e-01
1000  0.5417867E-04 8.292172260304605524e-01
1001  0.6047667E-04 8.374567621263697692e-01
1002  0.6922010E-04 8.457459561627344025e-01
1003  0.7541383E-04 8.540822757407338095e-01
1004  0.7705439E-04 8.624631740644099764e-01
1005  0.7699346E-04 8.708860907187289113e-01
1006  0.7734056E-04 8.793484524518030421e-01
1007  0.7871787E-04 8.878476739610358104e-01
1008  0.8113496E-04 8.963811586829432132e-01
1009  0.8380155E-04 9.049462995864279158e-01
1010  0.8811645E-04 9.135404799692359301e-01
1011  0.9365949E-04 9.221610742573735919e-01
1012  0.1014737E-03 9.308054488072464716e-01
1013  0.1107265E-03 9.394709627102403315e-01
1014  0.1203132E-03 9.481549685995432908e-01
1015  0.1290841E-03 9.568548134589329734e-01
1016  0.1357147E-03 9.655678394332806169e-01
1017  0.1381019E-03 9.742913846405507616e-01
1018  0.1395896E-03 9.830227839850178562e-01
1019  0.1416208E-03 9.917593699714701838e-01
1020  0.1462525E-03 1.000498473520144538e+00
1021  0.1535238E-03 1.009237424782151171e+00
1022  0.1618012E-03 1.017973553955118904e+00
1023  0.1706874E-03 1.026704192098846447e+00
1024  0.1799336E-03 1.035426671950671063e+00
1025  0.1892147E-03 1.044138328740342292e+00
1026  0.1979378E-03 1.052836501004118075e+00
1027  0.2043531E-03 1.061518531397857901e+00
1028  0.2124815E-03 1.070181767508864512e+00
1029  0.2185246E-03 1.078823562666205937e+00
1030  0.2249588E-03 1.087441276749287811e+00
1031  0.2328400E-03 1.096032276994434396e+00
1032  0.2426341E-03 1.104593938799206532e+00
1033  0.2537020E-03 1.113123646524233568e+00
1034  0.2665577E-03 1.121618794292311261e+00
1035  0.2804212E-03 1.130076786784513176e+00
1036  0.2949226E-03 1.138495040033069117e+00
1037  0.3091876E-03 1.146870982210789647e+00
1038  0.3229184E-03 1.155202054416776036e+00
1039  0.3366565E-03 1.163485711458171368e+00
1040  0.3497434E-03 1.171719422627740981e+00
1041  0.3623243E-03 1.179900672477017132e+00
1042  0.3749429E-03 1.188026961584777830e+00
1043  0.3879543E-03 1.196095807320643134e+00
1044  0.4017861E-03 1.204104744603526234e+00
1045  0.4165636E-03 1.212051326654739247e+00
1046  0.4319867E-03 1.219933125745491287e+00
1047  0.4482582E-03 1.227747733938574726e+00
1048  0.4644258E-03 1.235492763824011631e+00
1049  0.4805915E-03 1.243165849248414778e+00
1050  0.4967983E-03 1.250764646037861638e+00
1051  0.5136409E-03 1.258286832714061054e+00
1052  0.5306541E-03 1.265730111203571484e+00
1053  0.5480171E-03 1.273092207539876952e+00
1054  0.5659527E-03 1.280370872558101336e+00
1055  0.5839158E-03 1.287563882582142272e+00
1056  0.6019653E-03 1.294669040104010183e+00
1057  0.6201275E-03 1.301684174455188137e+00
1058  0.6386500E-03 1.308607142469782714e+00
1059  0.6577567E-03 1.315435829139269153e+00
1060  0.6772457E-03 1.322168148258644482e+00
1061  0.6966635E-03 1.328802043063776583e+00
1062  0.7160945E-03 1.335335486859751342e+00
1063  0.7356804E-03 1.341766483640046692e+00
1064  0.7555843E-03 1.348093068696321062e+00
1065  0.7754870E-03 1.354313309218646566e+00
1066  0.7951089E-03 1.360425304885992448e+00
1067  0.8145186E-03 1.366427188446781571e+00
1068  0.8340711E-03 1.372317126289353872e+00
1069  0.8535975E-03 1.378093319002140937e+00
1070  0.8731004E-03 1.383754001923395816e+00
1071  0.8926624E-03 1.389297445680313770e+00
1072  0.9122288E-03 1.394721956717360989e+00
1073  0.9318768E-03 1.400025877813666941e+00
1074  0.9516354E-03 1.405207588589314716e+00
1075  0.9718945E-03 1.410265506000383917e+00
1076  0.9927403E-03 1.415198084822568037e+00
1077  0.1013831E-02 1.420003818123257266e+00
1078  0.1034947E-02 1.424681237721918903e+00
1079  0.1055907E-02 1.429228914638626113e+00
1080  0.1076860E-02 1.433645459530624722e+00
1081  0.1097639E-02 1.437929523116790120e+00
1082  0.1118177E-02 1.442079796589831986e+00
1083  0.1138615E-02 1.446095012016148651e+00
1084  0.1158703E-02 1.449973942723186804e+00
1085  0.1178531E-02 1.453715403674199935e+00
1086  0.1198348E-02 1.457318251830278300e+00
1087  0.1217938E-02 1.460781386499559575e+00
1088  0.1237037E-02 1.464103749673496990e+00
1089  0.1255679E-02 1.467284326350081214e+00
1090  0.1274687E-02 1.470322144843937417e+00
1091  0.1293820E-02 1.473216277083176262e+00
1092  0.1312965E-02 1.475965838892926429e+00
1093  0.1332243E-02 1.478569990265455880e+00
1094  0.1351421E-02 1.481027935616797686e+00
1095  0.1370368E-02 1.483338924029809824e+00
1096  0.1389034E-02 1.485502249483580117e+00
1097  0.1407405E-02 1.487517251069121471e+00
1098  0.1425736E-02 1.489383313191285474e+00
1099  0.1443707E-02 1.491099865756828624e+00
1100  0.1461575E-02 1.492666384348578124e+00
1101  0.1479303E-02 1.494082390385647718e+00
1102  0.1496888E-02 1.495347451269644967e+00
1103  0.1514494E-02 1.496461180516831302e+00
1104  0.1531501E-02 1.497423237876199131e+00
1105  0.1548140E-02 1.498233329433416916e+00
1106  0.1564562E-02 1.498891207700623340e+00
1107  0.1580408E-02 1.499396671692035721e+00
1108  0.1595587E-02 1.499749566985353333e+00
1109  0.1610696E-02 1.499949785768933896e+00
1110  0.1625134E-02 1.499997266874730339e+00
1111  0.1639403E-02 1.499891995796977628e+00
1112  0.1653747E-02 1.499634004696626111e+00
1113  0.1668667E-02 1.499223372391514264e+00
1114  0.1681884E-02 1.498660224332290403e+00
1115  0.1696426E-02 1.497944732564086001e+00
1116  0.1710808E-02 1.497077115673956182e+00
1117  0.1725538E-02 1.496057638724098471e+00
1118  0.1739880E-02 1.494886613170875789e+00
1119  0.1752075E-02 1.493564396769664127e+00
1120  0.1765279E-02 1.492091393465556637e+00
1121  0.1777597E-02 1.490468053269955018e+00
1122  0.1789518E-02 1.488694872123089263e+00
1123  0.1801073E-02 1.486772391742504862e+00
1124  0.1812878E-02 1.484701199457564291e+00
1125  0.1824641E-02 1.482481928030014107e+00
1126  0.1835204E-02 1.480115255460673351e+00
1127  0.1845920E-02 1.477601904782300357e+00
1128  0.1856742E-02 1.474942643838699441e+00
1129  0.1867781E-02 1.472138285050144324e+00
1130  0.1878613E-02 1.469189685165174231e+00
1131  0.1889512E-02 1.466097744998855035e+00
1132  0.1899666E-02 1.462863409157574068e+00
1133  0.1909372E-02 1.459487665750456298e+00
1134  0.1918397E-02 1.455971546087492907e+00
1135  0.1927133E-02 1.452316124364467553e+00
1136  0.1935406E-02 1.448522517334784210e+00
1137  0.1943941E-02 1.444591883968294077e+00
1138  0.1952930E-02 1.440525425097218593e+00
1139  0.1961574E-02 1.436324383049292885e+00
1140  0.1970552E-02 1.431990041268225378e+00
1141  0.1979815E-02 1.427523723921595877e+00
1142  0.1986720E-02 1.422926795496316954e+00
1143  0.1993675E-02 1.418200660381776057e+00
1144  0.2001448E-02 1.413346762440781834e+00
1145  0.2007975E-02 1.408366584568458091e+00
1146  0.2013439E-02 1.403261648239211068e+00
1147  0.2019152E-02 1.398033513041908593e+00
1148  0.2025642E-02 1.392683776203414769e+00
1149  0.2034026E-02 1.387214072100631856e+00
1150  0.2041086E-02 1.381626071761184127e+00
1151  0.2044656E-02 1.375921482352908898e+00
1152  0.2047326E-02 1.370102046662311057e+00
1153  0.2050388E-02 1.364169542562125192e+00
1154  0.2051553E-02 1.358125782468170728e+00
1155  0.2055557E-02 1.351972612785641292e+00
1156  0.2057892E-02 1.345711913345021715e+00
1157  0.2060714E-02 1.339345596827789420e+00
1158  0.2063229E-02 1.332875608182072735e+00
1159  0.2063353E-02 1.326303924028462200e+00
1160  0.2060480E-02 1.319632552056142716e+00
1161  0.2052300E-02 1.312863530409525081e+00
1162  0.2044816E-02 1.305998927065587623e+00
1163  0.2038442E-02 1.299040839202095343e+00
1164  0.2037040E-02 1.291991392556897100e+00
1165  0.2032931E-02 1.284852740778498648e+00
1166  0.2022415E-02 1.277627064768117160e+00
1167  0.2010179E-02 1.270316572013395540e+00
1168  0.2007297E-02 1.262923495914002547e+00
1169  0.2002017E-02 1.255450095099320817e+00
1170  0.1994194E-02 1.247898652738416825e+00
1171  0.1973842E-02 1.240271475842518401e+00
1172  0.1956508E-02 1.232570894560214736e+00
1173  0.1934234E-02 1.224799261465575606e+00
1174  0.1917921E-02 1.216958950839431175e+00
1175  0.1902344E-02 1.209052357944008449e+00
1176  0.1888200E-02 1.201081898291168848e+00
1177  0.1863565E-02 1.193050006904457616e+00
1178  0.1849372E-02 1.184959137575180010e+00
1179  0.1841758E-02 1.176811762112760951e+00
1180  0.1832598E-02 1.168610369589592857e+00
1181  0.1812043E-02 1.160357465580601932e+00
1182  0.1785055E-02 1.152055571397785805e+00
1183  0.1756600E-02 1.143707223319938793e+00
1184  0.1759726E-02 1.135314971817797280e+00
1185  0.1736264E-02 1.126881380774858110e+00
1186  0.1722776E-02 1.118409026704101139e+00
1187  0.1720869E-02 1.109900497960843335e+00
1188  0.1698317E-02 1.101358393951979764e+00
1189  0.1683781E-02 1.092785324341857045e+00
1190  0.1687470E-02 1.084183908254997109e+00
1191  0.1676259E-02 1.075556773475939476e+00
1192  0.1654189E-02 1.066906555646444099e+00
1193  0.1632547E-02 1.058235897460278574e+00
1194  0.1597887E-02 1.049547447855866400e+00
1195  0.1582481E-02 1.040843861207011889e+00
1196  0.1568418E-02 1.032127796511980611e+00
1197  0.1545003E-02 1.023401916581158533e+00
1198  0.1538549E-02 1.014668887223541427e+00
1199  0.1511327E-02 1.005931376432319446e+00
1200  0.1485041E-02 9.971920535697911259e-01
1201  0.1503535E-02 9.884535885518479503e-01
1202  0.1466664E-02 9.797186510323079300e-01
1203  0.1482091E-02 9.709899095873182340e-01
1204  0.1464766E-02 9.622700309000864483e-01
1205  0.1445152E-02 9.535616789461914822e-01
1206  0.1430551E-02 9.448675141797306942e-01
